filename,width,height,class,xmin,ymin,xmax,ymax
3030.png,124,128,white diamond,32,32,156,160
3030.png,124,128,white diamond,185,32,309,160
3030.png,127,66,yellow oval,338,32,465,98
3030.png,127,66,yellow oval,96,224,223,290
3030.png,127,66,yellow oval,249,224,376,290
3031.png,99,102,brown diamond,32,25,131,127
3031.png,99,102,brown diamond,185,25,284,127
3031.png,99,102,brown diamond,338,25,437,127
3031.png,128,104,purple star,32,178,160,282
3031.png,128,104,purple star,185,178,313,282
3031.png,128,104,purple star,338,178,466,282
3031.png,128,104,purple star,121,331,249,435
3031.png,128,104,purple star,274,331,402,435
3032.png,166,170,red diamond,42,42,208,212
3032.png,166,170,red diamond,263,42,429,212
3032.png,166,170,red diamond,42,263,208,433
3032.png,166,170,red diamond,263,263,429,433
3033.png,128,104,green star,32,32,160,136
3033.png,128,104,green star,185,32,313,136
3033.png,128,104,green star,338,32,466,136
3033.png,128,104,green star,96,224,224,328
3033.png,128,104,green star,249,224,377,328
3034.png,170,170,purple square,42,85,212,255
3034.png,170,170,purple square,255,85,425,255
3035.png,128,128,brown square,32,32,160,160
3035.png,128,128,brown square,185,32,313,160
3035.png,128,128,brown square,338,32,466,160
3035.png,128,128,brown square,32,224,160,352
3035.png,128,128,brown square,185,224,313,352
3035.png,128,128,brown square,338,224,466,352
3036.png,128,104,black star,32,25,160,129
3036.png,101,101,red circle,185,25,286,126
3036.png,101,101,red circle,338,25,439,126
3036.png,101,101,red circle,32,178,133,279
3036.png,101,101,red circle,185,178,286,279
3036.png,101,101,red circle,338,178,439,279
3036.png,101,101,red circle,32,331,133,432
3036.png,101,101,red circle,185,331,286,432
3036.png,101,101,red circle,338,331,439,432
3037.png,170,153,pink triangle,42,42,212,195
3037.png,170,153,pink triangle,263,42,433,195
3037.png,170,170,red square,173,263,343,433
3038.png,165,170,pink diamond,42,42,207,212
3038.png,165,170,pink diamond,263,42,428,212
3038.png,165,170,pink diamond,42,263,207,433
3038.png,170,166,blue triangle,263,263,433,429
3039.png,170,88,black oval,42,42,212,130
3039.png,170,88,black oval,263,42,433,130
3039.png,170,88,black oval,42,263,212,351
3039.png,170,88,black oval,263,263,433,351
3040.png,124,128,white diamond,32,32,156,160
3040.png,124,128,white diamond,185,32,309,160
3040.png,124,128,white diamond,338,32,462,160
3040.png,124,128,white diamond,96,224,220,352
3040.png,128,104,orange star,249,224,377,328
3041.png,127,66,purple oval,32,32,159,98
3041.png,127,66,purple oval,185,32,312,98
3041.png,127,66,purple oval,338,32,465,98
3041.png,127,66,purple oval,96,224,223,290
3041.png,127,66,purple oval,249,224,376,290
3042.png,128,125,green triangle,32,32,160,157
3042.png,128,104,yellow star,185,32,313,136
3042.png,128,104,yellow star,338,32,466,136
3042.png,128,104,yellow star,32,224,160,328
3042.png,128,104,yellow star,185,224,313,328
3042.png,128,104,yellow star,338,224,466,328
3043.png,102,102,brown square,32,25,134,127
3043.png,99,102,pink diamond,185,25,284,127
3043.png,99,102,pink diamond,338,25,437,127
3043.png,99,102,pink diamond,32,178,131,280
3043.png,99,102,pink diamond,185,178,284,280
3043.png,99,102,pink diamond,338,178,437,280
3043.png,99,102,pink diamond,121,331,220,433
3043.png,99,102,pink diamond,274,331,373,433
3044.png,102,102,brown square,32,25,134,127
3044.png,102,102,brown square,185,25,287,127
3044.png,102,102,brown square,338,25,440,127
3044.png,102,102,brown square,32,178,134,280
3044.png,102,102,brown square,185,178,287,280
3044.png,102,102,brown square,338,178,440,280
3044.png,102,102,brown square,121,331,223,433
3044.png,102,102,brown square,274,331,376,433
3045.png,165,170,purple diamond,42,42,207,212
3045.png,170,138,blue star,263,42,433,180
3045.png,170,138,blue star,173,263,343,401
3046.png,166,170,red diamond,42,42,208,212
3046.png,166,170,red diamond,263,42,429,212
3046.png,166,170,red diamond,42,263,208,433
3046.png,166,170,red diamond,263,263,429,433
3047.png,170,88,pink oval,42,42,212,130
3047.png,170,88,pink oval,263,42,433,130
3047.png,170,88,pink oval,42,263,212,351
3047.png,170,88,pink oval,263,263,433,351
3048.png,255,133,pink oval,144,144,399,277
3049.png,128,64,pink rectangle,32,25,160,89
3049.png,128,64,pink rectangle,185,25,313,89
3049.png,128,64,pink rectangle,338,25,466,89
3049.png,128,64,pink rectangle,32,178,160,242
3049.png,128,64,pink rectangle,185,178,313,242
3049.png,128,64,pink rectangle,338,178,466,242
3049.png,128,64,pink rectangle,32,331,160,395
3049.png,128,64,pink rectangle,185,331,313,395
3049.png,128,123,yellow circle,338,331,466,454
3050.png,128,64,white rectangle,32,25,160,89
3050.png,128,64,white rectangle,185,25,313,89
3050.png,128,64,white rectangle,338,25,466,89
3050.png,128,64,white rectangle,32,178,160,242
3050.png,128,64,white rectangle,185,178,313,242
3050.png,128,64,white rectangle,338,178,466,242
3050.png,128,64,white rectangle,121,331,249,395
3050.png,128,64,white rectangle,274,331,402,395
3051.png,170,88,pink oval,42,42,212,130
3051.png,170,88,pink oval,263,42,433,130
3051.png,170,88,pink oval,42,263,212,351
3051.png,165,170,purple diamond,263,263,428,433
3052.png,128,128,green circle,32,32,160,160
3052.png,128,128,green circle,185,32,313,160
3052.png,128,128,green circle,338,32,466,160
3052.png,128,115,white triangle,32,224,160,339
3052.png,128,115,white triangle,185,224,313,339
3052.png,128,115,white triangle,338,224,466,339
3053.png,127,66,red oval,32,25,159,91
3053.png,99,102,orange diamond,185,25,284,127
3053.png,99,102,orange diamond,338,25,437,127
3053.png,99,102,orange diamond,32,178,131,280
3053.png,99,102,orange diamond,185,178,284,280
3053.png,99,102,orange diamond,338,178,437,280
3053.png,99,102,orange diamond,32,331,131,433
3053.png,99,102,orange diamond,185,331,284,433
3053.png,99,102,orange diamond,338,331,437,433
3054.png,166,170,blue diamond,42,42,208,212
3054.png,166,170,blue diamond,263,42,429,212
3054.png,170,82,green rectangle,173,263,343,345
3055.png,170,88,purple oval,42,42,212,130
3055.png,170,88,purple oval,263,42,433,130
3055.png,170,88,purple oval,42,263,212,351
3055.png,170,88,purple oval,263,263,433,351
3056.png,166,170,red diamond,42,42,208,212
3056.png,166,170,red diamond,263,42,429,212
3056.png,166,170,red diamond,42,263,208,433
3056.png,166,170,red diamond,263,263,429,433
3057.png,99,102,orange diamond,32,25,131,127
3057.png,99,102,orange diamond,185,25,284,127
3057.png,99,102,orange diamond,338,25,437,127
3057.png,99,102,orange diamond,32,178,131,280
3057.png,128,115,pink triangle,185,178,313,293
3057.png,128,115,pink triangle,338,178,466,293
3057.png,128,115,pink triangle,185,331,313,446
3058.png,102,102,black square,32,25,134,127
3058.png,127,66,brown oval,185,25,312,91
3058.png,127,66,brown oval,338,25,465,91
3058.png,127,66,brown oval,32,178,159,244
3058.png,127,66,brown oval,185,178,312,244
3058.png,127,66,brown oval,338,178,465,244
3058.png,127,66,brown oval,121,331,248,397
3058.png,127,66,brown oval,274,331,401,397
3059.png,170,138,orange star,42,42,212,180
3059.png,170,138,orange star,263,42,433,180
3059.png,170,138,orange star,42,263,212,401
3059.png,170,138,orange star,263,263,433,401
3060.png,128,64,pink rectangle,32,32,160,96
3060.png,128,64,pink rectangle,185,32,313,96
3060.png,128,64,pink rectangle,338,32,466,96
3060.png,128,64,pink rectangle,32,224,160,288
3060.png,128,64,pink rectangle,185,224,313,288
3060.png,128,64,pink rectangle,338,224,466,288
3061.png,249,256,orange diamond,144,144,393,400
3062.png,99,102,pink diamond,32,25,131,127
3062.png,99,102,pink diamond,185,25,284,127
3062.png,99,102,pink diamond,338,25,437,127
3062.png,99,102,pink diamond,32,178,131,280
3062.png,128,64,brown rectangle,185,178,313,242
3062.png,128,64,brown rectangle,338,178,466,242
3062.png,128,64,brown rectangle,121,331,249,395
3062.png,128,64,brown rectangle,274,331,402,395
3063.png,165,170,pink diamond,42,42,207,212
3063.png,170,163,orange circle,263,42,433,205
3063.png,170,163,orange circle,173,263,343,426
3064.png,170,153,orange triangle,42,42,212,195
3064.png,170,153,orange triangle,263,42,433,195
3064.png,170,163,white circle,173,263,343,426
3065.png,127,66,green oval,32,25,159,91
3065.png,127,66,green oval,185,25,312,91
3065.png,127,66,green oval,338,25,465,91
3065.png,127,66,green oval,32,178,159,244
3065.png,127,66,green oval,185,178,312,244
3065.png,127,66,green oval,338,178,465,244
3065.png,127,66,green oval,121,331,248,397
3065.png,127,66,green oval,274,331,401,397
3066.png,127,66,green oval,32,25,159,91
3066.png,127,66,green oval,185,25,312,91
3066.png,127,66,green oval,338,25,465,91
3066.png,127,66,green oval,32,178,159,244
3066.png,127,66,green oval,185,178,312,244
3066.png,127,66,green oval,338,178,465,244
3066.png,127,66,green oval,185,331,312,397
3067.png,99,102,purple diamond,32,25,131,127
3067.png,99,102,purple diamond,185,25,284,127
3067.png,128,62,green rectangle,338,25,466,87
3067.png,128,62,green rectangle,32,178,160,240
3067.png,128,62,green rectangle,185,178,313,240
3067.png,128,62,green rectangle,338,178,466,240
3067.png,128,62,green rectangle,185,331,313,393
3068.png,128,123,brown circle,32,25,160,148
3068.png,128,123,brown circle,185,25,313,148
3068.png,128,123,brown circle,338,25,466,148
3068.png,128,123,brown circle,32,178,160,301
3068.png,128,123,brown circle,185,178,313,301
3068.png,128,123,brown circle,338,178,466,301
3068.png,128,123,brown circle,121,331,249,454
3068.png,128,123,brown circle,274,331,402,454
3069.png,128,64,purple rectangle,32,25,160,89
3069.png,128,64,purple rectangle,185,25,313,89
3069.png,128,64,purple rectangle,338,25,466,89
3069.png,128,64,purple rectangle,32,178,160,242
3069.png,128,123,white circle,185,178,313,301
3069.png,128,123,white circle,338,178,466,301
3069.png,128,123,white circle,185,331,313,454
3070.png,170,85,orange rectangle,42,42,212,127
3070.png,170,138,white star,263,42,433,180
3070.png,170,138,white star,42,263,212,401
3070.png,170,138,white star,263,263,433,401
3071.png,102,102,purple square,32,25,134,127
3071.png,102,102,purple square,185,25,287,127
3071.png,102,102,purple square,338,25,440,127
3071.png,102,102,purple square,32,178,134,280
3071.png,102,102,purple square,185,178,287,280
3071.png,102,102,purple square,338,178,440,280
3071.png,99,102,green diamond,32,331,131,433
3071.png,99,102,green diamond,185,331,284,433
3071.png,99,102,green diamond,338,331,437,433
3072.png,124,128,orange diamond,32,32,156,160
3072.png,124,128,orange diamond,185,32,309,160
3072.png,124,128,orange diamond,338,32,462,160
3072.png,124,128,orange diamond,96,224,220,352
3072.png,124,128,orange diamond,249,224,373,352
3073.png,99,102,orange diamond,32,25,131,127
3073.png,99,102,orange diamond,185,25,284,127
3073.png,99,102,orange diamond,338,25,437,127
3073.png,99,102,orange diamond,32,178,131,280
3073.png,99,102,orange diamond,185,178,284,280
3073.png,102,102,blue square,338,178,440,280
3073.png,102,102,blue square,185,331,287,433
3074.png,128,104,orange star,32,32,160,136
3074.png,128,104,orange star,185,32,313,136
3074.png,128,104,orange star,338,32,466,136
3074.png,128,123,orange circle,96,224,224,347
3074.png,128,123,orange circle,249,224,377,347
3075.png,170,88,brown oval,42,42,212,130
3075.png,170,88,brown oval,263,42,433,130
3075.png,170,88,brown oval,173,263,343,351
3076.png,125,128,blue diamond,32,32,157,160
3076.png,125,128,blue diamond,185,32,310,160
3076.png,125,128,blue diamond,338,32,463,160
3076.png,125,128,blue diamond,32,224,157,352
3076.png,125,128,blue diamond,185,224,310,352
3076.png,125,128,blue diamond,338,224,463,352
3077.png,127,66,white oval,32,25,159,91
3077.png,127,66,white oval,185,25,312,91
3077.png,127,66,white oval,338,25,465,91
3077.png,127,66,white oval,32,178,159,244
3077.png,127,66,white oval,185,178,312,244
3077.png,127,66,white oval,338,178,465,244
3077.png,127,66,white oval,185,331,312,397
3078.png,128,104,red star,32,25,160,129
3078.png,128,104,green star,185,25,313,129
3078.png,128,104,green star,338,25,466,129
3078.png,128,104,green star,32,178,160,282
3078.png,128,104,green star,185,178,313,282
3078.png,128,104,green star,338,178,466,282
3078.png,128,104,green star,121,331,249,435
3078.png,128,104,green star,274,331,402,435
3079.png,99,102,purple diamond,32,25,131,127
3079.png,128,64,pink rectangle,185,25,313,89
3079.png,128,64,pink rectangle,338,25,466,89
3079.png,128,64,pink rectangle,32,178,160,242
3079.png,128,64,pink rectangle,185,178,313,242
3079.png,128,64,pink rectangle,338,178,466,242
3079.png,128,64,pink rectangle,121,331,249,395
3079.png,128,64,pink rectangle,274,331,402,395
3080.png,128,115,purple triangle,32,25,160,140
3080.png,128,115,purple triangle,185,25,313,140
3080.png,128,115,purple triangle,338,25,466,140
3080.png,128,115,purple triangle,32,178,160,293
3080.png,128,115,purple triangle,185,178,313,293
3080.png,128,115,purple triangle,338,178,466,293
3080.png,128,125,red triangle,185,331,313,456
3081.png,99,102,yellow diamond,32,25,131,127
3081.png,99,102,yellow diamond,185,25,284,127
3081.png,99,102,yellow diamond,338,25,437,127
3081.png,99,102,yellow diamond,32,178,131,280
3081.png,99,102,yellow diamond,185,178,284,280
3081.png,99,102,yellow diamond,338,178,437,280
3081.png,99,102,yellow diamond,185,331,284,433
3082.png,128,104,orange star,32,25,160,129
3082.png,127,66,purple oval,185,25,312,91
3082.png,127,66,purple oval,338,25,465,91
3082.png,127,66,purple oval,32,178,159,244
3082.png,127,66,purple oval,185,178,312,244
3082.png,127,66,purple oval,338,178,465,244
3082.png,127,66,purple oval,32,331,159,397
3082.png,127,66,purple oval,185,331,312,397
3082.png,127,66,purple oval,338,331,465,397
3083.png,128,104,green star,32,25,160,129
3083.png,128,104,green star,185,25,313,129
3083.png,127,66,yellow oval,338,25,465,91
3083.png,127,66,yellow oval,32,178,159,244
3083.png,127,66,yellow oval,185,178,312,244
3083.png,127,66,yellow oval,338,178,465,244
3083.png,127,66,yellow oval,32,331,159,397
3083.png,127,66,yellow oval,185,331,312,397
3083.png,127,66,yellow oval,338,331,465,397
3084.png,256,256,red square,144,144,400,400
3085.png,166,170,green diamond,42,42,208,212
3085.png,170,138,pink star,263,42,433,180
3085.png,170,138,pink star,42,263,212,401
3085.png,170,138,pink star,263,263,433,401
3086.png,127,66,white oval,32,25,159,91
3086.png,127,66,white oval,185,25,312,91
3086.png,127,66,white oval,338,25,465,91
3086.png,127,66,white oval,32,178,159,244
3086.png,127,66,white oval,185,178,312,244
3086.png,127,66,white oval,338,178,465,244
3086.png,127,66,pink oval,185,331,312,397
3087.png,170,166,green triangle,42,42,212,208
3087.png,170,85,pink rectangle,263,42,433,127
3087.png,170,85,pink rectangle,42,263,212,348
3087.png,170,85,pink rectangle,263,263,433,348
3088.png,128,64,orange rectangle,32,32,160,96
3088.png,128,64,orange rectangle,185,32,313,96
3088.png,128,64,orange rectangle,338,32,466,96
3088.png,128,104,green star,32,224,160,328
3088.png,128,104,green star,185,224,313,328
3088.png,128,104,green star,338,224,466,328
3089.png,128,128,pink square,32,32,160,160
3089.png,128,64,black rectangle,185,32,313,96
3089.png,128,64,black rectangle,338,32,466,96
3089.png,128,64,black rectangle,32,224,160,288
3089.png,128,64,black rectangle,185,224,313,288
3089.png,128,64,black rectangle,338,224,466,288
3090.png,102,102,green circle,32,25,134,127
3090.png,102,102,green circle,185,25,287,127
3090.png,127,66,green oval,338,25,465,91
3090.png,127,66,green oval,32,178,159,244
3090.png,127,66,green oval,185,178,312,244
3090.png,127,66,green oval,338,178,465,244
3090.png,127,66,green oval,32,331,159,397
3090.png,127,66,green oval,185,331,312,397
3090.png,127,66,green oval,338,331,465,397
3091.png,128,123,pink circle,32,25,160,148
3091.png,128,125,green triangle,185,25,313,150
3091.png,128,125,green triangle,338,25,466,150
3091.png,128,125,green triangle,32,178,160,303
3091.png,128,125,green triangle,185,178,313,303
3091.png,128,125,green triangle,338,178,466,303
3091.png,128,125,green triangle,32,331,160,456
3091.png,128,125,green triangle,185,331,313,456
3091.png,128,125,green triangle,338,331,466,456
3092.png,128,64,purple rectangle,32,25,160,89
3092.png,128,64,purple rectangle,185,25,313,89
3092.png,128,64,purple rectangle,338,25,466,89
3092.png,128,64,purple rectangle,32,178,160,242
3092.png,128,64,purple rectangle,185,178,313,242
3092.png,102,102,green square,338,178,440,280
3092.png,102,102,green square,185,331,287,433
3093.png,127,66,red oval,32,32,159,98
3093.png,124,128,purple diamond,185,32,309,160
3093.png,124,128,purple diamond,338,32,462,160
3093.png,124,128,purple diamond,96,224,220,352
3093.png,124,128,purple diamond,249,224,373,352
3094.png,128,104,white star,32,32,160,136
3094.png,128,104,white star,185,32,313,136
3094.png,128,104,white star,338,32,466,136
3094.png,128,104,white star,96,224,224,328
3094.png,128,104,white star,249,224,377,328
3095.png,256,256,black square,144,144,400,400
3096.png,166,170,green diamond,42,42,208,212
3096.png,166,170,green diamond,263,42,429,212
3096.png,166,170,green diamond,42,263,208,433
3096.png,166,170,green diamond,263,263,429,433
3097.png,170,138,purple star,42,42,212,180
3097.png,170,138,purple star,263,42,433,180
3097.png,170,138,purple star,42,263,212,401
3097.png,170,138,purple star,263,263,433,401
3098.png,128,104,pink star,32,32,160,136
3098.png,124,128,brown diamond,185,32,309,160
3098.png,124,128,brown diamond,338,32,462,160
3098.png,124,128,brown diamond,32,224,156,352
3098.png,124,128,brown diamond,185,224,309,352
3098.png,124,128,brown diamond,338,224,462,352
3099.png,166,170,red diamond,42,42,208,212
3099.png,166,170,red diamond,263,42,429,212
3099.png,166,170,red diamond,42,263,208,433
3099.png,170,163,yellow circle,263,263,433,426
3100.png,124,128,orange diamond,32,32,156,160
3100.png,124,128,orange diamond,185,32,309,160
3100.png,124,128,orange diamond,338,32,462,160
3100.png,128,64,yellow rectangle,32,224,160,288
3100.png,128,64,yellow rectangle,185,224,313,288
3100.png,128,64,yellow rectangle,338,224,466,288
3101.png,128,104,purple star,32,25,160,129
3101.png,128,104,purple star,185,25,313,129
3101.png,128,104,purple star,338,25,466,129
3101.png,128,104,purple star,32,178,160,282
3101.png,128,104,purple star,185,178,313,282
3101.png,128,104,purple star,338,178,466,282
3101.png,128,104,purple star,185,331,313,435
3102.png,256,256,yellow square,144,144,400,400
3103.png,127,66,purple oval,32,25,159,91
3103.png,127,66,purple oval,185,25,312,91
3103.png,127,66,purple oval,338,25,465,91
3103.png,127,66,purple oval,32,178,159,244
3103.png,127,66,purple oval,185,178,312,244
3103.png,127,66,purple oval,338,178,465,244
3103.png,127,66,purple oval,121,331,248,397
3103.png,127,66,purple oval,274,331,401,397
3104.png,128,115,white triangle,32,32,160,147
3104.png,128,115,white triangle,185,32,313,147
3104.png,128,115,white triangle,338,32,466,147
3104.png,124,128,white diamond,32,224,156,352
3104.png,124,128,white diamond,185,224,309,352
3104.png,124,128,white diamond,338,224,462,352
3105.png,102,102,yellow square,32,25,134,127
3105.png,102,102,yellow square,185,25,287,127
3105.png,102,102,yellow square,338,25,440,127
3105.png,102,102,yellow square,32,178,134,280
3105.png,102,102,yellow square,185,178,287,280
3105.png,102,102,yellow square,338,178,440,280
3105.png,102,102,yellow square,185,331,287,433
3106.png,170,163,white circle,42,42,212,205
3106.png,170,85,purple rectangle,263,42,433,127
3106.png,170,85,purple rectangle,173,263,343,348
3107.png,256,129,white rectangle,144,144,400,273
3108.png,170,138,green star,42,42,212,180
3108.png,170,138,green star,263,42,433,180
3108.png,170,82,red rectangle,173,263,343,345
3109.png,170,163,pink circle,42,42,212,205
3109.png,170,163,pink circle,263,42,433,205
3109.png,170,163,pink circle,42,263,212,426
3109.png,170,163,pink circle,263,263,433,426
3110.png,102,102,purple square,32,25,134,127
3110.png,128,115,white triangle,185,25,313,140
3110.png,128,115,white triangle,338,25,466,140
3110.png,128,115,white triangle,32,178,160,293
3110.png,128,115,white triangle,185,178,313,293
3110.png,128,115,white triangle,338,178,466,293
3110.png,128,115,white triangle,185,331,313,446
3111.png,128,62,red rectangle,32,25,160,87
3111.png,128,62,red rectangle,185,25,313,87
3111.png,128,62,red rectangle,338,25,466,87
3111.png,128,62,red rectangle,32,178,160,240
3111.png,128,62,red rectangle,185,178,313,240
3111.png,128,62,red rectangle,338,178,466,240
3111.png,128,62,red rectangle,121,331,249,393
3111.png,128,62,red rectangle,274,331,402,393
3112.png,127,66,orange oval,32,25,159,91
3112.png,127,66,orange oval,185,25,312,91
3112.png,127,66,orange oval,338,25,465,91
3112.png,127,66,orange oval,32,178,159,244
3112.png,127,66,orange oval,185,178,312,244
3112.png,127,66,orange oval,338,178,465,244
3112.png,127,66,orange oval,185,331,312,397
3113.png,128,64,purple rectangle,32,32,160,96
3113.png,128,64,brown rectangle,185,32,313,96
3113.png,128,64,brown rectangle,338,32,466,96
3113.png,128,64,brown rectangle,96,224,224,288
3113.png,128,64,brown rectangle,249,224,377,288
3114.png,128,104,green star,32,25,160,129
3114.png,128,104,green star,185,25,313,129
3114.png,128,104,green star,338,25,466,129
3114.png,128,104,green star,32,178,160,282
3114.png,128,104,green star,185,178,313,282
3114.png,128,123,black circle,338,178,466,301
3114.png,128,123,black circle,185,331,313,454
3115.png,170,170,yellow square,42,42,212,212
3115.png,170,170,yellow square,263,42,433,212
3115.png,170,85,orange rectangle,42,263,212,348
3115.png,170,85,orange rectangle,263,263,433,348
3116.png,170,163,pink circle,42,42,212,205
3116.png,170,163,pink circle,263,42,433,205
3116.png,170,163,pink circle,42,263,212,426
3116.png,170,163,pink circle,263,263,433,426
3117.png,128,115,white triangle,32,25,160,140
3117.png,128,115,white triangle,185,25,313,140
3117.png,128,115,white triangle,338,25,466,140
3117.png,128,115,white triangle,32,178,160,293
3117.png,128,115,white triangle,185,178,313,293
3117.png,128,115,white triangle,338,178,466,293
3117.png,128,115,white triangle,121,331,249,446
3117.png,128,115,white triangle,274,331,402,446
3118.png,166,170,blue diamond,42,42,208,212
3118.png,170,88,yellow oval,263,42,433,130
3118.png,170,88,yellow oval,173,263,343,351
3119.png,170,88,white oval,42,42,212,130
3119.png,170,88,blue oval,263,42,433,130
3119.png,170,88,blue oval,42,263,212,351
3119.png,170,88,blue oval,263,263,433,351
3120.png,128,104,green star,32,25,160,129
3120.png,128,104,green star,185,25,313,129
3120.png,128,104,green star,338,25,466,129
3120.png,128,104,green star,32,178,160,282
3120.png,128,104,green star,185,178,313,282
3120.png,128,104,green star,338,178,466,282
3120.png,128,64,pink rectangle,121,331,249,395
3120.png,128,64,pink rectangle,274,331,402,395
3121.png,128,64,black rectangle,32,32,160,96
3121.png,128,64,black rectangle,185,32,313,96
3121.png,128,64,black rectangle,338,32,466,96
3121.png,128,64,black rectangle,32,224,160,288
3121.png,125,128,red diamond,185,224,310,352
3121.png,125,128,red diamond,338,224,463,352
3122.png,99,102,black diamond,32,25,131,127
3122.png,99,102,black diamond,185,25,284,127
3122.png,99,102,black diamond,338,25,437,127
3122.png,99,102,black diamond,32,178,131,280
3122.png,99,102,black diamond,185,178,284,280
3122.png,99,102,black diamond,338,178,437,280
3122.png,99,102,black diamond,32,331,131,433
3122.png,99,102,black diamond,185,331,284,433
3122.png,99,102,black diamond,338,331,437,433
3123.png,128,62,blue rectangle,32,32,160,94
3123.png,128,62,blue rectangle,185,32,313,94
3123.png,128,62,blue rectangle,338,32,466,94
3123.png,128,62,blue rectangle,32,224,160,286
3123.png,128,62,blue rectangle,185,224,313,286
3123.png,128,62,blue rectangle,338,224,466,286
3124.png,128,62,red rectangle,32,32,160,94
3124.png,128,62,red rectangle,185,32,313,94
3124.png,128,123,brown circle,338,32,466,155
3124.png,128,123,brown circle,32,224,160,347
3124.png,128,123,brown circle,185,224,313,347
3124.png,128,123,brown circle,338,224,466,347
3125.png,170,163,yellow circle,42,42,212,205
3125.png,170,163,yellow circle,263,42,433,205
3125.png,170,163,yellow circle,42,263,212,426
3125.png,170,163,yellow circle,263,263,433,426
3126.png,128,123,pink circle,32,32,160,155
3126.png,128,123,pink circle,185,32,313,155
3126.png,128,123,pink circle,338,32,466,155
3126.png,128,123,pink circle,96,224,224,347
3126.png,128,123,pink circle,249,224,377,347
3127.png,128,64,pink rectangle,32,25,160,89
3127.png,128,64,pink rectangle,185,25,313,89
3127.png,128,64,pink rectangle,338,25,466,89
3127.png,128,64,pink rectangle,32,178,160,242
3127.png,127,66,green oval,185,178,312,244
3127.png,127,66,green oval,338,178,465,244
3127.png,127,66,green oval,185,331,312,397
3128.png,99,102,brown diamond,32,25,131,127
3128.png,99,102,brown diamond,185,25,284,127
3128.png,99,102,brown diamond,338,25,437,127
3128.png,99,102,brown diamond,32,178,131,280
3128.png,99,102,brown diamond,185,178,284,280
3128.png,99,102,brown diamond,338,178,437,280
3128.png,99,102,brown diamond,185,331,284,433
3129.png,170,170,green circle,42,42,212,212
3129.png,170,170,brown square,263,42,433,212
3129.png,170,170,brown square,173,263,343,433
3130.png,128,115,yellow triangle,32,25,160,140
3130.png,128,115,yellow triangle,185,25,313,140
3130.png,128,115,yellow triangle,338,25,466,140
3130.png,128,115,yellow triangle,32,178,160,293
3130.png,128,115,yellow triangle,185,178,313,293
3130.png,128,115,yellow triangle,338,178,466,293
3130.png,128,115,yellow triangle,121,331,249,446
3130.png,128,115,yellow triangle,274,331,402,446
3131.png,128,62,green rectangle,32,25,160,87
3131.png,128,62,green rectangle,185,25,313,87
3131.png,128,62,green rectangle,338,25,466,87
3131.png,128,62,green rectangle,32,178,160,240
3131.png,128,62,green rectangle,185,178,313,240
3131.png,128,62,green rectangle,338,178,466,240
3131.png,128,62,green rectangle,185,331,313,393
3132.png,99,102,blue diamond,32,25,131,127
3132.png,99,102,blue diamond,185,25,284,127
3132.png,99,102,blue diamond,338,25,437,127
3132.png,99,102,blue diamond,32,178,131,280
3132.png,99,102,blue diamond,185,178,284,280
3132.png,99,102,blue diamond,338,178,437,280
3132.png,99,102,blue diamond,121,331,220,433
3132.png,99,102,blue diamond,274,331,373,433
3133.png,256,246,yellow circle,144,144,400,390
3134.png,170,85,orange rectangle,42,42,212,127
3134.png,170,85,orange rectangle,263,42,433,127
3134.png,170,166,green triangle,173,263,343,429
3135.png,128,62,blue rectangle,32,32,160,94
3135.png,128,62,blue rectangle,185,32,313,94
3135.png,128,128,red square,338,32,466,160
3135.png,128,128,red square,96,224,224,352
3135.png,128,128,red square,249,224,377,352
3136.png,128,123,orange circle,32,32,160,155
3136.png,128,123,orange circle,185,32,313,155
3136.png,128,123,orange circle,338,32,466,155
3136.png,128,123,orange circle,96,224,224,347
3136.png,128,123,orange circle,249,224,377,347
3137.png,128,125,red triangle,32,25,160,150
3137.png,128,125,red triangle,185,25,313,150
3137.png,99,102,white diamond,338,25,437,127
3137.png,99,102,white diamond,32,178,131,280
3137.png,99,102,white diamond,185,178,284,280
3137.png,99,102,white diamond,338,178,437,280
3137.png,99,102,white diamond,185,331,284,433
3138.png,170,163,purple circle,42,85,212,248
3138.png,170,163,purple circle,255,85,425,248
3139.png,170,88,red oval,42,42,212,130
3139.png,170,88,red oval,263,42,433,130
3139.png,170,88,red oval,173,263,343,351
3140.png,128,123,black circle,32,25,160,148
3140.png,128,123,black circle,185,25,313,148
3140.png,128,123,black circle,338,25,466,148
3140.png,128,125,blue triangle,32,178,160,303
3140.png,128,125,blue triangle,185,178,313,303
3140.png,128,125,blue triangle,338,178,466,303
3140.png,128,125,blue triangle,32,331,160,456
3140.png,128,125,blue triangle,185,331,313,456
3140.png,128,125,blue triangle,338,331,466,456
3141.png,127,66,purple oval,32,25,159,91
3141.png,127,66,purple oval,185,25,312,91
3141.png,127,66,purple oval,338,25,465,91
3141.png,127,66,purple oval,32,178,159,244
3141.png,127,66,purple oval,185,178,312,244
3141.png,127,66,purple oval,338,178,465,244
3141.png,127,66,purple oval,185,331,312,397
3142.png,128,123,pink circle,32,32,160,155
3142.png,128,123,pink circle,185,32,313,155
3142.png,128,123,pink circle,338,32,466,155
3142.png,128,123,pink circle,32,224,160,347
3142.png,128,123,pink circle,185,224,313,347
3142.png,128,115,white triangle,338,224,466,339
3143.png,170,138,green star,42,42,212,180
